"ID"	"EUPHEMISM"	"MEANING_IN_CHINESE"	"FIGURATIVE_TYPE"	"EXAMPLE"
"BS-1027"	"燕私"	"男女欢合"	"Metonymy"	"唐 · 玄奘 《大唐西域记：乌仗那国》： “﹝释种﹞迎龙女以还都。龙女宿业未尽，餘报犹在，每至燕私，首出九龙之头。 释 种畏恶，莫知图计，伺其寐也，利刃断之。” "
"BS-1028"	"艳闻"	"关于性爱方面的色情新闻"	"Metonymy"	"艳闻韵事。(Zhu 2018, p. 256)"
"BS-1029"	"艳舞"	"带有淫秽性质的舞蹈"	"Metonymy"	"跳艳舞。(Zhu 2018, p. 256)"
"BS-1030"	"艳星"	"美艳性感的明星, 风流艳丽的女演员"	"Metonymy"	"著名艳星。(Zhu 2018, p. 256)"
"BS-1031"	"艳遇"	"男女间的风流故事"	"Metonymy"	"外明星为了树立自己的形象，隔一段时间就要制造一些新闻出来，如艳遇什么的。(CCL)"
"BS-1032"	"艳照"	"带有淫秽性质的裸露照片"	"Metonymy"	"拍艳照 (BCC)"
"BS-1033"	"一夜情"	"陌生男女基于性欲而发生的性行为"	"Metonymy"	"英国2万人中62%认为“一夜情”在任何情况下都是错的。(CCL)"
"BS-1034"	"隐曲"	"男女性生活"	"Metonymy"	"《素问：阴阳别论》：“二阳之病发心脾，有不得隐曲，女子不月。” 王冰 注：“隐曲，谓隐蔽委曲之事也。”"
"BS-1035"	"阴阳"	"男女之生殖器"	"Metonymy"	"《明律：斗殴》： “若断人舌及毁败人阴阳者并杖一百，流三千里，仍将犯人财产一半断付被伤篤疾之人养赡。”"
"BS-1036"	"莺颠燕狂"	"男女交欢"	"Metonymy"	"清 · 孔尚任 《桃花扇·听稗》：“暗思想，那些鶯颠燕狂，关甚兴亡？”"
"BS-1037"	"有关系"	"性交"	"Metonymy"	"我觉得她[这位选美比赛参加者]肯定是和评委或者赞助商有关系。[https://www.chinesepod.com/dictionary/赞助商]"
"BS-1038"	"幽会"	"相爱的男女秘密相会"	"Metonymy"	"公司里有一个叫孟山的职员却是这位计小姐的姘夫，时常到她那里幽会。(Zhu 2018, p. 270)"
"BS-1039"	"幽期"	"相爱的男女秘密相会"	"Metonymy"	"他这一生中，也不知和多少位绝色美人有过幽期密会。(Zhu 2018, p. 270)"
"BS-1040"	"尤云殢雨"	"性交"	"Metaphor"	"元 · 王实甫《西厢记》第三本第三折： “强风情措大，晴干了尤云殢雨心，悔过了窃玉偷香胆。”"
"BS-1041"	"雨魂云梦"	"性交"	"Metaphor"	"宋 · 赵令畤《清平乐：春风依旧词》： “去年紫陌青门，今宵雨魄云魂。”"
"BS-1042"	"欲火"	"情欲之火"	"Metonymy"	"我按住欲火，吻吻她，将枕头、被子抱到客厅的沙发上。(Zhu 2018, p. 272)"
"BS-1043"	"雨窟云巢"	"男女欢合之所"	"Metaphor"	"清 · 洪昇 《长生殿：絮阁》： “外人不知呵，都只説殢君王是我这庸姿劣貌，那知道恋欢娱，别有个雨窟云巢！”"
"BS-1044"	"雨暮"	"男女欢合之时"	"Metaphor"	"宋 · 黄庭坚 《昼夜乐》词：“其奈寃家无定据，约云朝、又还雨暮。”"
"BS-1045"	"御内"	"与妻子交合"	"Metonymy"	"清 · 陆以湉 《冷庐杂识：却老要诀》： “余尝叩以何术摄生，曰：‘无他，五十岁后不御内，生平不使腹受饿。’”"
"BS-1046"	"雨散云收"	"男女欢合已毕"	"Metaphor"	"明 · 李日华 《南西厢记：堂前巧辩》：“阳臺雨散云收。春意徘徊。”"
"BS-1047"	"鱼水之欢"	"比喻夫妇好合，和乐融融"	"Metonymy"	"回想出巡的这几夜，皇上夜夜与己有鱼水之欢，真真是情浓恩深。(CCL)"
"BS-1048"	"雨席云床"	"男女欢合之所"	"Metaphor"	"元 · 武汉臣 《生金阁》第二折： “我道是楚襄王寄语巫山窈窕娘，也不须遮遮掩掩粧模样，早共晚准备下雨席云床。”"
"BS-1049"	"雨羞云困"	"对男女之事感到羞怯和厌倦"	"Metaphor"	"宋 · 赵崇嶓 《如梦令》词： “残月醉归来，长是雨羞云困。低问。低问。独自绣幃睡稳。”"
"BS-1050"	"雨约云期"	"男女幽会欢合"	"Metaphor"	"元 · 关汉卿《望江亭》第二折：  “我呵怕甚么天翻地覆，就顺着他雨约云期。”"
"BS-1051"	"雨沾云惹"	"男女欢合"	"Metaphor"	"宋 · 柳永 《洞仙歌》词： “嘉景，向少年彼此，争不雨沾云惹。奈傅粉英俊，梦兰品雅。”"
"BS-1052"	"雨帐云屏"	"男女欢合之所"	"Metaphor"	"宋 · 石孝友 《点绛唇》词：“雨帐云屏，一枕高唐梦。”"
"BS-1053"	"圆房"	"开始同房过夫妻生活"	"Metonymy"	"坐在那床沿上，她有很长一段时间，等待着新郎从喜宴上回来“圆房”。(Zhu 2018, p. 273)"
"BS-1054"	"云情雨意"	"性交; 男女欢会之情"	"Metaphor"	"《初刻拍案惊奇》卷二： “两个人各自收拾上床睡了，少不得云情雨意，做了一番的事。”"
"BS-1055"	"云雨"	"性交"	"Metaphor"	"此时，他正与两名绝色女子，在宽大的腥红地毯上行云雨之欢。(BCC)"
"BS-1056"	"在一起了"	"已经发生性关系了"	"Metonymy"	"他要是真的对你一见钟情，他认识你几年啦，你们早就在一起了。(Zhu 2018: 276)"
"BS-1057"	"造爱"	"性交"	"Borrowing"	"《锺山》1987年第3期：“他们调整位置，正欲造爱，突然，床没来由晃动了一下，他猛然栽倒在地。”"
"BS-1058"	"朝云暮雨"	"男女性行为"	"Metaphor"	"元 · 关汉卿《望江亭》第一折： “我想着香闺少女，但生的嫩色娇颜，都只爱朝云暮雨，那个肯凤只鸾单。”"
"BS-1059"	"枕席之欢"	"性交"	"Metonymy"	"《警世通言：卷三十二：杜十娘怒沉百宝箱》：“一旦破人姻缘，断人恩爱，乃我之仇人。我死而有知，必当诉之神明，尚妄想枕席之欢乎！”"
"BS-1060"	"周公之礼"	"性生活"	"Metaphor"	"镜子中间，都映出两对赤条条的男女，在那里行那周公之礼。(Zhu 2018, p. 282)"
"BS-1061"	"壮阳"	"增强男子性功能"	"Metonymy"	"一些产地不明的伪劣产品则明目张胆地打出“壮阳”、“强壮性功能”的旗号，搞得消费者无法判别。(BCC)"
"BS-1062"	"走光"	"不小心把身体隐私部位暴露出来"	"Metonymy"	"我不喜欢穿裙子打比赛，动作如果太大，就会走光。"
"BS-1063"	"做那种事情"	"发生性行为"	"Metonymy"	"没有一点儿感情就可以做那种事情——你是人，还是野兽？(Zhu 2018, p. 289)"
"BS-1064"	"做夜作"	"过性生活"	"Metaphor"	"《金瓶梅词话》：“你黑夜做夜作使乏了也怎的？”"
"BN-1065"	"爱情走私"	"婚外恋"	"Metaphor"	"的确，爱情走私所带来的伤害可能是世间最难忍受的苦痛。(Zhu 2018, p. 1)"
"BN-1066"	"暗度陈仓"	"有外遇"	"Metonymy"	"他跟那个女人暗度陈仓那么久了，他隐瞒她那么久了，他背叛她那么久了，怎么可以原谅呢？(Zhu 2018, p. 3)"
"BN-1067"	"包二奶"	"有外遇"	"Metaphor"	"现在有些人，有了钱以后，又开始故态复萌，什么“包二奶”，什么“养金丝雀”之类的……这些东西非常丑恶。(Zhu 2018, p. 9)"
"BN-1068"	"包二爷"	"有外遇"	"Metaphor"	"报刊上不断有“包二爷”的报道。(Zhu 2018, p. 9)"
"BN-1069"	"不安于室"	"有外遇"	"Metonymy"	"她是个呆不住、不安于室	的人，听说，她和你婶婶都有了男朋友。(BCC)"
"BN-1070"	"不妥"	"不正当的男女关系"	"Metonymy"	"《红楼梦》第六四回： “二姐儿又是水性人儿，在先已和姐夫不妥。”"
"BN-1071"	"不忠"	"变节"	"Understatement"	"这个女人经常对他不忠	，他不能容忍与其他男人分享她。(BCC)"
"BN-1072"	"采花"	"奸污妇女"	"Metaphor"	"采花大盗。(GC 2015)"
"BN-1073"	"插足"	"第三者介入他人婚姻家庭的不道德行为"	"Metaphor"	"他们的婚姻破裂是因为第三者插足。 (CCL)"
"BN-1074"	"吃豆腐"	"男性骚扰女性；性骚扰"	"Metaphor"	"为人要规矩有礼，不要对女生乱吃豆腐。(GC 2015)"
"BN-1075"	"出轨"	"外遇"	"Metaphor"	"偶然一次出轨，也是我迫你上的梁山。(Zhu 2018, p. 37)"
"BN-1076"	"穿花蛱蝶"	"好色者"	"Metaphor"	"明 · 陈汝元 《红莲债》第二折： “只为师兄 五戒 ，暗淫女子红莲 ，戒犯如来，身沉恶道。穿花蛺蝶，暂夺了座右鸚哥；戏水鸳鸯，权当了佛前狮子。”"
"BN-1077"	"串门子"	"乱搞不正当男女关系"	"Metonymy"	"老三串门子啦？- 没有。(Zhang 1996, p. 87)"
"BN-1078"	"戴绿帽"	"妻子有外遇"	"Metonymy"	"刘去最怕女人给他戴绿帽子。(CCL)"
"BN-1079"	"戴绿头巾"	"妻子有外遇"	"Metonymy"	"真正戴绿头巾的丈夫，两部小说中同名罗杰，只是这个罗杰已换上时代新面目，不念圣经只说科学术语而已。(CCL)"
"BN-1080"	"到处留情"	"男子乱搞男女关系"	"Metonymy"	"他生性风流，到处留情。(GC 2015)"
"BN-1081"	"盗嫂"	"与嫂子私通"	"Metaphor"	"《诗刊》1980年第1期：“毕竟无兄谁盗嫂，坚持真理任沉浮。”"
"BN-1082"	"登徒浪子"	"好色者"	"Metonymy"	"我不是什么登徒浪子。(BCC)"
"BN-1083"	"登徒子"	"好色者"	"Metonymy"	"干脆与南子来直格的婚外恋?不，那不是成了登徒子了吗? (CCL)"
"BN-1084"	"第三者"	"外遇"	"Metonymy"	"有关“夫妻间最不可容忍的事”一项的回答中，８７％的女性填写的是第三者插足 、婚外恋。(BCC)"
"BN-1085"	"第一者"	"已婚而又与其他异性有恋情的人"	"Metonymy"	"我看过两部以第一者为主人公的电影。(Zhang 1996, p. 88)"
"BN-1086"	"玷污"	"强奸"	"Metaphor"	"她们谪谪咕咕地抱怨男人不放过任何玷污女人的空子，抱怨其他姑娘所搞的一些不正当的把戏。(CCL)"
"BN-1087"	"断袖"	"同性恋"	"Metonymy"	"《儿女英雄传》缘起首回：“误把些使气角力好勇鬭狠的认作英雄，又把些调脂弄粉断袖餘桃的认作儿女：所以一开口便道是某某英雄志短，儿女情长。”"
"BN-1088"	"非礼"	"对女性施暴"	"Metonymy"	"他非礼你了吗？(Zhu 2018, p. 74)"
"BN-1089"	"绯闻"	"男女不正当关系的新闻"	"Metonymy"	"谁管它是真是假，传言这东西就像影视明星的绯闻一样，只是用来当茶余饭后闲聊的话题罢了，我最关心的还是我自己的事。[BCC]"
"BN-1090"	"粉戏"	"淫荡的色情戏"	"Metaphor"	" 老舍 《四世同堂》三十： “好多的粉戏已经禁演了二三十年，他们连戏名都说不上来，也不晓得哪个角色会演。”"
"BN-1091"	"风花雪月"	"花天酒地的荒淫生活"	"Metonymy"	"《醒世恒言：卖油郎独占花魁》： “做小娘的，风花雪月，受用已勾，趁这盛名之下，求之者众，任我拣择个十分满意的嫁他，急流勇退。”"
"BN-1092"	"勾搭"	"男女私情"	"Metonymy"	"《水浒传》第二五回：“他在王婆茶房里，和武大娘子勾搭上了。”"
"BN-1093"	"苟合"	"性交"	"Metonymy"	"谈恋爱的时候躲在公园的黑暗里苟合。(Zhu 2018, p. 88)"
"BN-1094"	"苟且"	"不正当的男女关系"	"Metonymy"	"周立波 《扫盲志异》： “等到稍微定定神，他的头一个心思是要冲进房间去，捉奸捉双，亲手拿住这对苟且的男女，好去打官司。”"
"BN-1095"	"关目"	"不正当的男女关系"	"Metonymy"	"《古今小说：新桥市韩五卖春情》： “那老妇人和胖妇人看见关目，推个事故起身去了。”"
"BN-1096"	"好外"	"爱男色、男宠"	"Metaphor"	"明 · 冯梦龙 《古今谭概：癖嗜：好外》： “俞大夫华麓有好外癖，尝拟作疏奏上帝，欲使童子后庭诞育，可废妇人。”"
"BN-1097"	" 红杏出墙"	"有外遇"	"Metaphor"	"随着为电视剧编写剧本的压力及对已失去新鲜感的夫妻关系的麻木，终于使他“红杏出墙 ”。(BCC)"
"BN-1098"	"胡来"	"不正当的男女关系"	"Metaphor"	"柳青 《创业史》第一部题叙： “他和她没有多深的关系，他们在一块儿的时间很少。他觉得，和那个可怜人在一块胡来，简直是犯罪。”"
"BN-1099"	"胡闹"	"不正当的男女关系"	"Metaphor"	"康濯 《我的两家房东》：“听说也胡闹坏女人哩！”"
"BN-1100"	"花心"	"形容对爱情不专一"	"Metaphor"	"这小子太花心。(GF 2014)"
"BN-1101"	"黄毒"	"指毒害人思想的淫秽的书刊、音像制品等"	"Metaphor"	"扫除黄毒。(CCL)"
"BN-1102"	"黄货"	"色情刊物"	"Metaphor"	"遭遇“黄货”污染。(Zhu 2018, p. 109)"
"BN-1103"	"黄色"	"色情"	"Metaphor"	"黄色书刊。黄色网站。(Zhu 2018, pp. 109-110)"
"BN-1104"	"黄书"	"传播色情内容的书籍"	"Metaphor"	"黄片如此，黄书就更加普遍、猖狂。(CCL)"
"BN-1105"	"黄源"	"制作淫秽书籍，音像制品的源头"	"Metaphor"	"工商局查禁过一大批坏书，现在比过去好多了，过去这里是‘黄源’。(CCL)"
"BN-1106"	"黄灾"	"色情、淫秽内容泛滥成灾"	"Metaphor"	"4日晚，彭州市委责成文化稽查部门连夜查禁电影院“黄灾”。(Zhu 2018, p. 111)"
"BN-1107"	"脚踏两条船"	"外遇"	"Metaphor"	"脚踏两条船的男人，常记不清楚曾经和哪一位过过生日或节日，和谁看过电影或舞台剧。[https://m.jy135.com/qinggan/20173.html]"
"BN-1108"	"金屋藏娇"	"外遇"	"Metonymy"	"他绝不会想到贺一骑也会金屋藏娇。(CCL)"
"BN-1109"	"开房间"	"为发生性行为而住进宾馆的房间"	"Metaphor"	"昨天和女神开房间，先是么么哒，然后啪啪啪。[https://www.hao86.com/ciyu_view_99ca2e43ac99ca2e/]"
"BN-1110"	"凌辱"	"以猥亵的言行对待女性"	"Metonymy"	"南京大屠杀中，日军凌辱妇女到什么程度？(GC 2015)"
"BN-1111"	"露水夫妻"	"不正当的男女关系"	"Metaphor"	"《金瓶梅》第十二回： “我的哥哥，这一家都谁是疼你的？都是露水夫妻，再醮货儿！唯有奴知道你的心，你知道奴的意。”"
"BN-1112"	"露水姻缘"	"不正当的男女关系"	"Metaphor"	"《续孽海花》第四十八回：“昙花朝局浮云重，露水姻缘幻梦多。”"
"BN-1113"	"乱搞"	"随便发生性行为"	"Metaphor"	"您说您不是乱搞，可你们到街道办事处登记过么？没有。有大红结婚证么？没有。你们说这不算乱搞算什么？(Zhu 2018, p. 141)"
"BN-1114"	"乱伦"	"谓在法律或风俗习惯不允许的情况下近亲属之间发生性行为"	"Metonymy"	"父亲不能做儿子的媒人是恐翁媳之间出现乱伦的行为。(Zhu 2018, p. 141)"
"BN-1115"	"明铺暗盖"	"明目张胆的乱搞不正当的男女关系"	"Metonymy"	"他离家不久，保长就和他老婆明铺暗盖了。(Zhu 2018, p. 149)"
"BN-1116"	"男风"	"男子同性间的性行为"	"Metonymy"	"《红楼梦》第四回： “长到十八九岁上，酷爱男风，不喜女色。”"
"BN-1117"	"男同"	"男同性恋者"	"Abbreviation"	"走进男同酒吧。[https://twgreatdaily.com/zh/BNSrhW4BMH2_cNUgYMqa.amp]"
"BN-1118"	"女同"	"女同性恋者"	"Abbreviation"	"从我们接触的女同来看，人群结构很复杂… …。 (Zhu 2018, p. 159)"
"BN-1119"	"扒灰"	"公公与媳妇有暧昧行为"	"Metaphor"	"许老太爷想扒灰，晚上摸到媳妇的房门口，被媳妇推下了楼，摔坏了腿。(CCL)"
"BN-1120"	"劈腿"	"外遇"	"Metaphor"	"蔡依林曝与周杰伦旧情：因他劈腿才导致分手。[https://www.chinanews.com.cn/yl/2013/07-31/5107282.shtml]"
"BN-1121"	"强暴"	"强奸"	"Metonymy"	"苏丹：军方在达尔富尔大肆强暴妇女。[https://www.hrw.org/zh-hans/news/2015/02/11/266737]"
"BN-1122"	"秋胡"	"对爱情不专一的男子"	"Metonymy"	"唐 · 李白 《陌上桑》诗：“使君且不顾，况復论 秋胡 。”"
"BN-1123"	"山头撮合"	"不正当的男女关系"	"Metaphor"	"明 · 汤显祖 《牡丹亭：圆驾》： “论臣女呵，便死葬向水口廉贞，肯和生人做山头撮合？”"
"BN-1124"	"施暴"	"强奸"	"Metonymy"	"我还记得，主公跨进了门，她就从床上跳起来，向主公哭诉，说是欺侮她，对她施暴。(CCL)"
"BN-1125"	"失花儿"	"妇女失节"	"Metaphor"	"《金瓶梅词话》第五六回：“我做老婆的，不曾有失花儿，凭你怨我，也是枉了。”"
"BN-1126"	"失身"	"女人与别人发生性关系"	"Metaphor"	"女子又差不多是物理外地常常会失身于最胆大的能利用极小机会去拥抱她的男子，即使她意中另有理想的丈夫。(Zhu 2018, p. 195)"
"BN-1127"	"失行"	"女人与别人发生性关系"	"Metaphor"	"明 · 沉德符 《野获编：妇女：徐安生》： “曾嫁武林邵氏，以失行见逐，遂恣为非礼。”"
"BN-1128"	"水性杨花"	"形容妇女作风轻浮，用情不专一"	"Metaphor"	"周立波 《山乡巨变》上十二： “你这是多余一虑，这号女子，水性杨花，哪里会去寻短路？”"
"BN-1129"	"私合"	"通奸"	"Metonymy"	"元 · 曾瑞 《留鞋记》第四折： “你的女儿背地通书约人私合，本该问罪的。”"
"BN-1130"	"私乱"	"通奸"	"Metonymy"	"《北史：后妃传上：魏孝文幽皇后冯氏》： “帝频岁南征，后遂与中官 高菩萨 私乱。”"
"BN-1131"	"私情"	"通奸"	"Metonymy"	"你还以为我和小冬有私情……？(BCC)"
"BN-1132"	"私通"	"通奸"	"Metonymy"	"私通一个丫头。(HDC 2010)"
"BN-1133"	"私谐欢好"	"男女间非明媒正娶而发生关系"	"Metonymy"	"《醒世恒言：吴衙内邻舟赴约》： “古来才子佳人，往往私谐欢好，后来夫荣妻贵，反成美谈。”"
"BN-1134"	"碎璧"	"妇女失节"	"Metaphor"	"清 · 纪昀 《阅微草堂笔记·姑妄听之三》： “且其月下花前，采兰赠芍，閲人非一，碎璧多年，故儿辈敢通欵曲。”"
"BN-1135"	"桃色"	"不正当的男女关系"	"Metonymy"	"这年头，男人也不好做，全世界充满了各式各样的桃色陷阱。(CCL)"
"BN-1136"	"桃色新闻"	"有关男女情爱或不正当男女关系的新闻"	"Metonymy"	"不论是大企业或中小企业，若是他们的经营者与桃色新闻有关，这就是其公司进入破产的前兆。(CCL)"
"BN-1137"	"通室"	"互易妻室或多个男子与同一个女子共同过性生活"	"Metonymy"	"唐 · 皮日休 《鹿门隐书》： “然后世之君，犹有易内以乱国，通室以乱邦者。”"
